Year,State,County,loc_ID,x,y,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_2_1,e_2_2,e_2_3,e_2_4,e_2_5,e_2_6,e_2_7,e_2_8,e_3_1,e_3_2,e_3_3,e_3_4,e_3_5,e_3_6,e_3_7,e_3_8,e_4_1,e_4_2,e_4_3,e_4_4,e_4_5,e_4_6,e_4_7,e_4_8,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,rs_1_1,rs_1_2,rs_1_3,rs_1_4,rs_1_5,rs_1_6,rs_2_1,rs_2_2,rs_2_3,rs_2_4,rs_2_5,rs_2_6,rs_3_1,rs_3_2,rs_3_3,rs_3_4,rs_3_5,rs_3_6,rs_4_1,rs_4_2,rs_4_3,rs_4_4,rs_4_5,rs_4_6,rs_5_1,rs_5_2,rs_5_3,rs_5_4,rs_5_5,rs_5_6,yield
2009,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,49.2,37,7,0,4.8,66.2,94.8,104.9,45.3,60.4,114.6,69,36.4,49.4,99.3,90.8,18.32,9.63,5.48,-0.61,5.42,13,17.7,22.95,4.17,-0.78,-5.11,-10.25,-5.6,-0.61,4.69,9.71,22,42.3,76.9,76.9,103.6,114.1,114.1,95.5,14508,14547,15203,14534,15278,14479,14508,14542,14518,14547,14505,14499,1014,2727,4667,1059,2613,4639,974,2503,4655,1108,2751,4644,926,2207,4619,912,2381,952,58
2010,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,62.5,32.6,4.5,0,0,56.4,89.9,115.3,90.8,26.6,80.4,53.3,59.2,78.7,45.3,128.6,16.38,13.83,3.88,0.36,0.97,12.52,20.97,23.99,4.43,2.64,-4.32,-7.22,-7.23,0.36,5.85,11.59,56.6,49.3,64.6,64.6,64.6,114.1,69.1,76,14538,14548,15223,14534,15291,14478,14538,14529,14532,14548,14535,14499,1019,2720,4663,1011,2446,4649,1039,2732,4652,1008,2793,4637,916,2538,4619,652,1633,785,44.2
2011,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,54.1,43.5,0,0,6.2,52.3,82.5,98.8,51.3,106.4,51,50.7,112.7,112.3,170.4,152.5,19.56,12.63,-0.13,-0.26,5.27,9.93,18.21,22.82,5.59,-0.46,-6.97,-8.19,-5.09,-0.84,5.59,11.23,20.8,78.3,78.3,78.3,114.1,114.1,114.1,114.1,14538,14556,15223,14527,15297,14478,14538,14529,14546,14556,14535,14487,922,2513,4660,1339,2457,1523,996,2591,4645,1008,2793,4637,784,1783,1255,2215,2871,847,42.8
2012,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,65.4,48.7,28.1,10.9,27.2,74.4,91.2,106.9,99.2,129.9,102.6,81.7,51.1,94.6,73.4,82.7,17.66,14.47,7.51,5.66,6.99,17.77,17.47,26.35,5.64,2.71,-0.95,-4.27,-2.85,4.83,3.8,12.66,111.7,114.1,114.1,114.1,114.1,114.1,92.6,64.3,14545,14556,15223,14527,15297,14481,14545,14534,14546,14556,14544,14487,954,2206,4660,1088,2242,1530,985,2486,4642,983,2532,4637,1009,2027,1082,3333,3797,1032,46.3
2013,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,66.9,27.9,21.2,2.9,2.2,43.9,92.2,110.3,104.1,19.2,116.9,66.9,50.2,67.5,94.5,78.5,17.59,10.7,7.69,4.37,3.62,7.16,18.24,24.01,5.75,-1.43,-0.33,-4.79,-5.54,-2.48,4.29,10.91,64.2,54.5,114.1,114.1,114.1,114.1,114.1,78.4,14545,14537,15223,14530,15278,14481,14545,14534,14528,14537,14544,14490,1110,2529,4654,1074,2293,1536,997,2356,4644,951,2787,4638,1018,1875,1215,986,2270,1102,54.1
2014,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,59.9,43.9,11.3,0,0,43.7,93.8,114.3,109.7,62.6,104,59,73.6,64.1,125.8,103.4,19.2,9.53,5.15,0.24,1.79,8.41,18.63,23.73,6.64,-0.87,-3.31,-11.05,-8.8,-4.44,4.84,10.63,109.9,114.1,114.1,114.1,114.1,114.1,114.1,98.1,14555,14537,15194,14534,15278,14498,14555,14540,14528,14537,14527,14484,1125,2915,4654,752,2367,1012,1004,2657,4644,903,2471,4636,1018,1875,1215,1101,2452,903,64.2
2015,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,62.5,40.7,20,0,0,46,88.4,111.9,73.5,48.8,62.4,57.8,45.8,99.5,123.5,85.6,17.87,8.53,5.83,1.48,-1.55,9.41,17.82,25.81,6.19,-1.83,-1.55,-8.08,-13.16,-2.7,5.05,11.98,55.4,61,98,98,98,114.1,114.1,83.5,14530,14535,15183,14535,15265,14505,14530,14540,14524,14535,14527,14508,989,2997,4653,830,2291,1141,1045,2171,4637,893,2744,4630,985,2232,1169,808,2253,823,57.1
2016,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,71.2,48.7,33.2,0,13.3,66.2,91.5,100.2,73.7,53.6,105.5,38.7,80.6,106.7,79.4,89.3,18.79,14.99,11.66,2.8,6.2,14.9,17.6,22.1,6.01,3.1,2.29,-7.5,-4.5,2.8,3.5,9.6,62.2,64.4,114.1,114.1,114.1,114.1,98.1,82.7,14524,14529,15170,14535,15271,14493,14524,14540,14518,14529,14525,14508,1034,2924,4651,988,2265,1323,1050,2137,4637,976,2973,4627,935,2541,1067,1046,2359,180,55.1
2017,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,72,42.5,8.6,13.6,39.9,57.3,96.8,113.5,78.6,44,78.8,86.4,54.4,120,99,152.8,20.9,14.5,4.3,6.2,11,10.6,21.1,21.9,7.8,1.7,-3.4,-2.2,-0.9,-0.2,7.4,10.3,26.7,26,53.2,114.1,114.1,114.1,111.4,114.1,14527,14546,15171,14527,15272,14505,14527,14532,14531,14546,14525,14505,1023,2927,4657,986,2262,1287,1050,2137,4637,934,2119,4629,1015,2223,-28672,1022,2280,707,67.7
2018,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,67.5,42.7,2.1,0,23.8,48.9,82.7,118.8,100.4,111.3,49.4,59.9,148.7,91.8,112.3,128,21,11.9,3.6,2.3,8.9,8,14.5,27.3,7.6,0.3,-5.4,-8.3,-1.9,-2.4,1.6,14.1,81.2,114.1,114.1,114.1,114.1,114.1,114.1,114.1,14527,14546,15171,14527,15272,14505,14527,14527,14531,14546,14519,14505,1069,2844,4651,1096,2488,4646,987,2086,4657,996,2448,4623,881,1891,1168,1058,2293,825,54.3
2019,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,57.8,31.9,22.3,1.2,21.7,54.3,85.4,110.1,72,123.3,105.8,88.9,123.8,65.7,127.3,133.3,18.6,7.7,7,3.4,7.2,9.4,19.2,24.9,6.9,-0.6,-1.9,-6.2,-3.4,-2.4,5.8,11.5,114.1,114.1,114.1,114.1,114.1,114.1,114.1,114.1,14568,14551,15224,14522,15291,14543,14568,14522,14518,14551,14519,14488,1064,2685,4650,1148,2691,4647,1261,2501,4698,996,2448,4623,782,1614,1254,1093,2262,2393,51
2020,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,73.8,38.7,24.5,28,16.7,69,82.8,102.3,120.2,46.1,98.7,108.2,72.1,125.3,124.5,153.5,21.1,8.7,7.6,6.5,6.2,13.9,16,21.4,7.8,-2,-1.5,-2.8,-4.1,2.1,2.7,8.3,76.6,81.6,114.1,114.1,114.1,114.1,114.1,114.1,14568,14551,15224,14522,15291,14543,14568,14522,14518,14551,14532,14468,1011,2142,4661,918,2595,4647,1051,2466,4645,871,1862,1256,771,1740,1253,1208,2083,1969,56
2021,OHIO,MUSKINGUM,305,-81.94458617,39.96555493,66.3,51.3,15.1,2.5,0,72.4,87,101.7,77.7,86.9,74.2,49.3,64.1,85.9,71.6,90.8,19,13.8,5.5,4.1,2.3,13.9,18,22,5.8,3,-3.3,-5.2,-8,2.1,4.7,8.9,29.6,60.8,97.5,105.8,105.8,114.1,95.1,79.7,14573,14543,15251,14522,15238,14549,14573,14524,14482,14543,14589,14468,1011,2142,4661,1170,2489,4652,998,2641,4645,736,2246,1256,782,1609,1251,1047,2258,2362,59.2
2003,OHIO,OTTAWA,306,-83.14191115,41.53898222,38.2,34.6,1.1,0,0,37.6,76.3,89.3,38.3,78.4,63,25.6,40.7,54.8,56.2,140.5,15.21,7.62,2.07,-3.2,-0.81,8.45,14.96,18.87,4.91,0.31,-4.93,-10.63,-9.73,-2.96,3.69,8.84,10.2,50,54.4,54.4,54.4,74.3,63.7,74.3,14558,14545,15241,14526,15245,14523,14558,14524,14478,14545,14583,14457,1029,2549,4661,939,2611,4652,1029,2160,4633,956,1819,1255,857,1605,1251,924,2093,1584,69.2
2004,OHIO,OTTAWA,306,-83.14191115,41.53898222,65.9,36.4,5.3,0,0,37.4,65.1,103,66,76.1,75.9,45.2,12.7,74.1,34.9,162,16.13,11.54,3.25,-2.33,1.85,8.49,15.24,22.4,4.82,2.72,-3.25,-10.82,-7.01,0.17,4.28,11.12,59.6,74.3,74.3,74.3,74.3,74.3,44.5,74.3,14556,14535,15260,14526,15241,14515,14556,14534,14453,14535,14547,14457,1080,2536,4657,939,2611,4652,1029,2160,4633,963,1866,1255,1122,2272,1305,780,1912,563,62.9
2005,OHIO,OTTAWA,306,-83.14191115,41.53898222,51.6,34.6,1.1,0,0.9,8.4,92.3,87.5,50.2,96.6,77.8,105.9,49.7,33.3,92.3,42.6,16.64,10.34,2.69,0.13,2.57,4.72,15.83,18.81,6.26,2.05,-5.24,-7.98,-5.5,-4.43,4.04,7.03,15.7,72.8,74.3,74.3,74.3,74.3,74.3,27.3,14556,14535,15260,14529,15222,14515,14556,14531,14448,14535,14547,14460,1105,2490,4657,1026,2804,4644,814,2202,1262,963,2186,1252,1187,2235,1369,970,2240,915,65.2
2006,OHIO,OTTAWA,306,-83.14191115,41.53898222,35.7,49.7,0,24.7,1.2,38.1,83.1,109.1,36.1,89.3,61.7,65.6,46.4,49.2,54.5,141,17.35,11.2,-0.44,5.97,2.45,7.25,17.02,20.15,6.8,1.06,-6.24,-1.04,-6.16,-2.23,4.54,9.5,9,44.2,44.2,74.3,74.3,74.3,50.4,74.3,14556,14535,15379,14529,15222,14512,14556,14539,14448,14535,14550,14460,1105,2490,4657,1022,2844,4643,823,2217,1260,849,1875,1252,725,1951,1250,1124,2443,1014,71.1
2007,OHIO,OTTAWA,306,-83.14191115,41.53898222,62.8,36.4,34,1.1,0,46.6,81.5,89.8,111.6,63.9,107.6,95.9,24.6,77.6,76.9,52.1,14.94,10.6,6.56,2.38,-4.07,10.04,13.11,23.27,4.41,1.69,-0.6,-4.96,-12.36,-0.2,3,10.39,66,74.3,74.3,74.3,74.3,74.3,67.5,27.2,14549,14531,15365,14527,15220,14495,14549,14539,14471,14531,14550,14453,1022,2894,4654,1144,2741,4640,753,2098,1256,849,1875,1252,718,1815,1251,965,2300,800,64.7
2008,OHIO,OTTAWA,306,-83.14191115,41.53898222,62.3,44,2.2,0,0,15.1,90.3,107,52.3,74,100.4,55,106.6,120,55.5,86,20.73,9.15,2.62,1.85,0.4,5.03,16.42,19.19,9.94,0.04,-4.08,-6.78,-8.06,-3.54,4.35,7.52,26.6,52.9,66,66,66,74.3,74.3,49,14553,14531,15379,14527,15220,14500,14553,14534,14471,14531,14541,14453,1034,2953,4654,1144,2741,4640,753,2098,1256,790,1947,1254,688,1711,1251,1001,2036,892,60.5
2009,OHIO,OTTAWA,306,-83.14191115,41.53898222,51.1,37.1,1.2,0,0.8,56,84,107.4,44.3,68.7,106.5,34.9,59.7,102.3,94,79.5,16.7,7.92,2.47,-3.58,2.83,9.69,14.92,21.14,4.5,-0.35,-6.02,-12.87,-6.82,-1.92,3.83,9.19,19.4,47.5,53.9,53.9,61.4,74.3,74.3,42.5,14553,14527,15379,14530,15270,14500,14553,14522,14482,14527,14541,14502,1034,2953,4654,1065,2837,4640,913,2335,1256,763,1896,1254,727,1643,1250,990,2335,892,66
2010,OHIO,OTTAWA,306,-83.14191115,41.53898222,63.9,28.5,1.7,0,0,53.7,94,115.9,97.8,18.4,68.1,21.9,38.9,48.7,73.1,121.1,14.75,12.09,2.18,-1.32,-0.37,10.44,18.33,22.19,4.79,2.8,-4.73,-7.83,-7.08,-0.47,5.97,11.66,41.3,30.2,35.1,35.1,35.1,74.3,51.5,50.6,14569,14527,15388,14530,15270,14511,14569,14522,14482,14527,14518,14502,904,2347,4658,1094,2813,4638,1195,2478,4635,763,1896,1254,708,1993,1248,865,2234,885,71.9
2011,OHIO,OTTAWA,306,-83.14191115,41.53898222,46.8,45.8,0,0,0,35.7,67.9,94.9,46.7,94.6,31.2,35.8,82.1,85.2,141.6,143.3,18.32,11.11,-0.78,-2.24,1.15,6.61,14.12,21.12,6.73,-0.08,-6.79,-9.52,-7.41,-2.5,4.5,11.12,11.6,55.7,55.7,55.7,55.7,74.3,74.3,74.3,14559,14532,15286,14543,15274,14508,14559,14557,14498,14532,14514,14529,884,1974,4660,1257,2903,4638,1099,2903,4630,756,1542,1256,786,1597,1250,878,2102,951,59.5
2012,OHIO,OTTAWA,306,-83.14191115,41.53898222,68.3,50.7,23.7,1.8,9.8,67.9,80.2,71.8,66.2,143.6,88.5,59.1,35.1,75.8,51.3,55.8,17.02,12.32,5.48,3.3,4.39,14.81,15.19,24.65,6.38,3.21,-1.1,-5,-3.23,3.67,3.49,12.21,67.6,74.3,74.3,74.3,74.3,74.3,42.8,24.1,14559,14532,15286,14543,15274,14508,14559,14557,14498,14532,14513,14529,912,1880,4655,1207,2828,4635,1054,3012,4626,766,1658,1256,642,1702,1250,941,1864,872,64.9
2013,OHIO,OTTAWA,306,-83.14191115,41.53898222,72.6,19.3,20.6,0.6,0,15,74.7,108.5,76.4,19,74.9,68.9,44.5,33.4,109.8,69.3,16.27,9.3,5.98,2.43,1.22,4.55,14.1,23.31,6.26,-0.64,-0.91,-6.24,-6.52,-3.29,3.18,10.78,9.8,8.6,57.9,62,62,74.3,74.3,31.7,14556,14541,15290,14544,15268,14505,14556,14589,14498,14541,14512,14504,932,1880,4655,1108,2769,4635,997,3108,4626,847,2087,992,677,1830,1251,954,2030,966,71.3
2014,OHIO,OTTAWA,306,-83.14191115,41.53898222,64.2,42.3,1.1,0,0,2.3,89.6,110,98.7,49.9,81.8,62.2,64.5,44.5,84,98,17.96,7.64,2.04,-2.9,-2.15,4,15.61,21.78,6.83,-0.49,-5.14,-12.48,-11.72,-6.51,3.7,10.52,43.5,48.5,54,54,54,66.3,74.3,57.4,14553,14541,15273,14541,15268,14499,14553,14589,14498,14541,14512,14514,1061,1808,4643,1271,2446,4630,970,3233,4628,839,2348,954,1325,2514,4747,1059,2323,1029,72.3
2015,OHIO,OTTAWA,306,-83.14191115,41.53898222,59.1,34.9,13.6,0,0,19.7,81.6,114.6,59.8,51.6,45.3,45.1,31.5,43.4,77.8,111.3,16.82,6.68,4.38,-0.99,-4.73,6.04,15.41,23.59,6.53,-1.76,-1.91,-9.57,-14.9,-4.09,3.88,11.78,17.4,30.6,51.1,51.1,51.1,74.3,74.3,65.5,14553,14521,15273,14541,15226,14499,14553,14584,14458,14521,14505,14514,1040,2048,4639,1133,2651,4630,965,3083,4625,855,2435,956,1240,2676,4745,936,2121,941,71
2016,OHIO,OTTAWA,306,-83.14191115,41.53898222,57,50.8,32.1,0,3.5,50.7,76.1,93.7,55.3,53.1,89.9,33.1,52.2,107.2,65.6,67.6,17.82,13.26,9.51,1.5,4.1,11.2,13.9,21,6.84,2.89,1.98,-6.8,-5,1.5,2.7,9.8,15,14.6,67.9,67.9,74.3,74.3,61.3,31.8,14553,14525,15273,14530,15315,14499,14553,14584,14474,14525,14505,14506,1022,2198,4639,1080,2524,4630,965,3083,4625,794,1878,1249,1176,2604,4661,1072,2258,833,72.3
2017,OHIO,OTTAWA,306,-83.14191115,41.53898222,68.4,44.9,1.4,2.5,32.8,41.9,88.2,112.6,71.7,51.1,68.3,77.7,44.7,100.6,93,111.6,19,13,1.6,3.6,8.5,7.2,18,19.8,8.3,2.6,-4.4,-3.4,-1.5,-1.5,6.9,9.9,24.8,28.5,33.1,68.2,74.3,74.3,74.3,67.7,14521,14525,15227,14530,15315,14460,14521,14630,14474,14525,14496,14506,1057,2109,4638,1156,2892,4635,898,3165,4628,779,2105,1249,1176,2604,4661,1118,2437,847,66
2018,OHIO,OTTAWA,306,-83.14191115,41.53898222,68.8,41.7,0,0,4.4,27.4,70,118.9,75.7,122.3,47.4,42.1,96.9,66.3,84.5,123.7,19.3,9.6,1.2,0.2,5,5.6,11.1,25.1,8.6,0.7,-6.5,-8.4,-4.2,-3.1,0.6,13.6,17.1,74.3,74.3,74.3,74.3,74.3,74.3,73.7,14517,14533,15216,14524,15322,14452,14517,14597,14492,14533,14506,14500,1057,2109,4638,1210,2984,4635,1011,3137,4628,1256,2254,4725,1041,2573,4661,1116,2369,847,69.8
2019,OHIO,OTTAWA,306,-83.14191115,41.53898222,59.9,29.5,18,0,2,39.8,76,91.2,77.2,105.3,88.2,59.8,51,64,106.2,125.4,17.1,5.4,5.4,0.8,3.6,6.7,15.1,20.9,7,-0.3,-1.9,-7.5,-5.1,-2.9,4.3,9.3,73.4,74.3,74.3,74.3,74.3,74.3,74.3,74.3,14512,14533,15222,14531,15322,14454,14512,14575,14492,14533,14523,14501,1130,2037,4647,1158,2590,4635,1012,2689,4624,1256,2254,4725,1095,2445,4671,1116,2369,722,36.2
2020,OHIO,OTTAWA,306,-83.14191115,41.53898222,75.2,33.7,24.9,12.6,2.4,64.7,66.7,95.5,93.5,36.4,57.3,81,48.9,70.1,57.2,91.3,18.8,6.7,6,4.6,3.4,10.8,13.3,19.7,7.7,-1.9,-1.5,-3.4,-5.1,0.9,2.3,8.3,29.9,30,58.5,74.3,74.3,74.3,62.8,54,14512,14536,15222,14536,15312,14454,14512,14553,14508,14536,14523,14519,995,1953,4647,1060,2930,4637,1012,2689,4624,1202,2224,4725,1071,2436,4671,830,1821,886,76
2021,OHIO,OTTAWA,306,-83.14191115,41.53898222,57.1,56.9,18.1,1.4,0,71.5,76.5,99.8,58.3,78.3,42.8,37.7,43.1,38.8,52,86.4,16.8,12.2,4.7,2.9,-0.6,11.8,16.1,20.6,5.8,3.5,-2.5,-5.1,-9.1,1.9,5.1,9.2,10.1,27.6,39.3,42.7,42.7,74.3,47.2,29.5,14509,14536,15283,14540,15312,14441,14509,14553,14508,14536,14542,14525,1013,2013,4642,1118,3024,4637,758,2379,1258,1155,2323,4687,1071,2436,4671,499,1029,948,79.1
2003,OHIO,PAULDING,307,-84.58045948,41.11665549,40.4,31.2,0.9,0,0,35.8,77.6,88.8,40.9,64.3,57.4,24.6,40.4,59,59.6,162.2,15.67,7.57,2.32,-3.06,-0.99,9.07,15.88,19.69,4.33,-0.57,-5.79,-11.73,-10.53,-3.55,2.97,8.24,8.7,38.4,41.7,41.7,41.7,63,53.6,63,14527,14520,15270,14540,15264,14441,14527,14555,14502,14520,14533,14525,993,1854,4640,1118,3024,4637,822,2755,1258,1132,2513,4687,1148,2547,4659,840,1836,956,70.9
2004,OHIO,PAULDING,307,-84.58045948,41.11665549,61.6,33.8,3.2,0,0,35.9,64.1,104.5,57.5,72.6,66.1,50.7,12.2,63.2,23.4,152.4,17.09,11.59,3.43,-2.11,1.98,9.43,16.63,23.18,3.97,1.92,-4.09,-11.28,-8.03,-0.31,3.77,10.7,56,63,63,63,63,63,23.2,63,14524,14520,15297,14513,15264,14440,14524,14555,14502,14520,14533,14492,1042,1938,4640,1164,2572,4634,776,2617,1256,1115,2407,4690,1112,2342,4659,1176,2369,922,58.6
2005,OHIO,PAULDING,307,-84.58045948,41.11665549,53.1,32.2,0.7,0,0.8,10.6,95.4,85.8,51,99.2,66.6,106,57.8,36.3,66.4,48.4,17.41,10.47,2.89,0.08,3.01,5.67,16.98,20.04,5.33,1.51,-6.34,-8.73,-6.05,-4.97,3.71,6.66,13.9,63,63,63,63,63,63,23.2,14524,14511,15297,14512,15246,14440,14524,14523,14473,14511,14524,14480,977,2406,4633,1163,2483,4634,790,2687,1257,1168,2393,4668,994,2450,4669,1150,2440,936,65.9
2006,OHIO,PAULDING,307,-84.58045948,41.11665549,22,45.6,0,15.8,0,37.6,88.8,107.9,21.9,97.8,66.3,70.6,42.2,62.5,72.4,137.7,17.85,11.25,-0.5,5.99,2.76,8.02,17.94,20.92,6.11,0.15,-7.42,-2.04,-7.11,-2.66,4.21,8.87,7.6,54.9,54.9,63,63,63,50.1,63,14507,14511,15240,14512,15246,14459,14507,14523,14473,14511,14524,14480,719,2830,26,1046,2318,4633,736,2876,1256,904,2691,4668,994,2450,4669,1211,2604,797,68.2
2007,OHIO,PAULDING,307,-84.58045948,41.11665549,62.5,33,25.1,0.6,0,43.8,85.4,80.4,104.5,58.9,106.3,101,30,80.6,88.2,42.8,15.45,10.6,6.76,2.23,-3.82,11.3,14.2,24.76,3.55,1.02,-1.96,-5.79,-13.51,-0.4,2.39,10.17,48.3,63,63,63,63,63,63,23.2,14507,14513,15240,14516,15266,14459,14507,14512,14475,14513,14553,14481,732,2673,986,961,2557,4628,755,2477,1255,655,2558,1267,1177,2601,4662,1251,2623,4014,54.1
2008,OHIO,PAULDING,307,-84.58045948,41.11665549,61.2,42.2,1.4,0,0,18.9,90.3,111.7,53.6,85.6,105.3,62.9,111.9,103.6,63.5,98.9,21.29,9.46,2.65,1.52,0.27,5.97,16.99,20.18,8.98,-0.42,-4.87,-8.35,-9.1,-3.82,3.59,7.21,19.6,58.7,63,63,63,63,63,45.3,14518,14513,15222,14516,15266,14475,14518,14512,14475,14513,14547,14481,666,2470,839,1042,2597,4628,759,2244,1256,832,2241,1267,1340,2766,4648,1251,2623,627,66
2009,OHIO,PAULDING,307,-84.58045948,41.11665549,43.9,34.7,0,0,0,55.4,82.1,105.9,44.3,50.8,116.2,31.6,70.6,122.1,118.3,80.6,17.66,8.31,2.47,-3.47,3.19,10.94,15.39,22.1,3.92,-1.11,-7.42,-13.87,-7.59,-2.39,3.36,8.7,9.5,23,23,23,23,63,63,33.6,14518,14579,15222,14514,15281,14475,14518,14511,14541,14579,14547,14500,577,2455,797,1088,2633,4628,782,2683,1255,1013,2670,4666,1340,2766,4648,1055,2163,1022,66.5
2010,OHIO,PAULDING,307,-84.58045948,41.11665549,60.8,33.5,1,0,0,49,96.2,112.9,116.8,28.6,71.1,20.1,38.4,62.8,80.3,156.8,15.04,12.14,2.05,-1.28,-0.33,11.19,19.45,23.06,4.1,1.97,-5.65,-8.94,-8.13,-1.08,5.44,11.08,59.7,53.4,57.4,57.4,57.4,63,44.8,63,14515,14650,15234,14520,15300,14460,14515,14511,14617,14650,14540,14506,968,2717,1220,975,2285,4625,816,2883,1256,1155,2612,4743,1323,2804,4647,720,1533,1095,57.2
2011,OHIO,PAULDING,307,-84.58045948,41.11665549,24.4,43.5,0,0,0,37.9,70.6,92.1,23.4,103.3,26.7,37.1,87.3,86.9,154.5,139.1,19.51,11.46,-0.56,-2.24,1.2,7.75,15.24,21.73,5.57,-0.97,-7.85,-10.65,-8.4,-2.96,3.8,10.47,10.2,63,63,63,63,63,63,63,14515,14650,15234,14519,15300,14460,14515,14509,14617,14650,14540,14500,952,2555,1244,1033,2424,4625,946,2288,1256,995,2691,4743,1415,2867,4671,831,1627,1077,51.1
2012,OHIO,PAULDING,307,-84.58045948,41.11665549,71.4,45.4,17.4,0.9,5.2,63.5,81,59,74.3,144.1,98.9,65.1,38.5,82.1,52.4,48.9,18.01,12.31,5.5,3.24,4.71,15.55,16.42,25.54,5.25,2.45,-2.04,-6.23,-4.51,3.03,2.95,11.49,57.1,63,63,63,63,63,31.8,19.2,14522,14604,15203,14519,15251,14456,14522,14519,14567,14604,14551,14500,983,2842,1194,938,2148,4626,928,2141,1254,924,2514,4669,1362,2727,4671,796,1653,886,63.2
2013,OHIO,PAULDING,307,-84.58045948,41.11665549,68.5,21.9,15.9,0,0,11,73,105,79.3,18.7,71.5,74.8,46.5,45.3,135.3,75.6,16.47,9.8,6.11,2.32,1.32,4.94,14.74,23.95,5.13,-1.56,-1.72,-7.31,-7.51,-4.23,2.39,10.61,17.2,13.1,62.7,62.7,62.7,63,63,29.8,14520,14604,15171,14527,15251,14463,14520,14506,14567,14604,14551,14512,780,2463,1248,857,1708,1257,920,2229,1251,1044,2537,4669,1426,2788,4652,836,1577,877,69.9
2014,OHIO,PAULDING,307,-84.58045948,41.11665549,62.2,37.8,0,0,0,2.3,90.9,111,103,46.2,84.3,60.9,67.8,48.1,95.6,102.5,18.24,7.85,1.97,-2.89,-2.45,4.81,16.42,22.79,5.76,-1.11,-6.51,-13.84,-12.9,-7.18,2.94,9.74,46.1,52.1,52.1,52.1,52.1,63,63,49.3,14520,14592,15171,14527,15314,14463,14520,14512,14571,14592,14552,14512,1102,2841,4674,769,1897,1257,862,2114,1251,1044,2537,4669,1338,2773,4647,860,1762,1134,74.3
2015,OHIO,PAULDING,307,-84.58045948,41.11665549,61.4,26.1,6.3,0,0,21.9,81.8,109.2,64.1,59.1,48.4,46.1,32.4,53.1,86.6,107.5,17.17,6.5,4.17,-0.99,-4.35,6.92,16.44,24.08,5.52,-2.82,-3.02,-10.42,-15.31,-4.6,3.17,11.27,13.6,39.4,58.7,58.7,58.7,63,63,55.9,14520,14592,15178,14530,15314,14455,14520,14512,14571,14592,14561,14494,986,2845,4667,866,1751,1254,800,2156,1254,1056,2445,4668,1261,3022,4652,866,1669,744,50.9
2016,OHIO,PAULDING,307,-84.58045948,41.11665549,54.9,46.9,25.8,0,1.6,46.5,81.2,97.2,54,55.3,100.4,32.3,52.8,118.8,82.5,75,18.34,13.17,9.25,1.2,4,11.8,14.9,21.6,5.98,1.85,0.84,-8.2,-6.2,0.7,2.4,9,12.4,18,63,63,63,63,61.1,35.2,14494,14571,15204,14524,15287,14454,14494,14536,14542,14571,14561,14494,1008,2592,4667,713,1711,1254,905,1726,1259,1001,2435,4668,1231,2859,4654,1016,1859,744,81.9
2017,OHIO,PAULDING,307,-84.58045948,41.11665549,66.6,40.5,0,0.9,27,42.8,86.1,115.5,69.7,52.7,64.8,80.3,45.4,106.7,107.3,122.3,19.8,13.2,1.3,3.3,8.8,8.2,18.6,20.7,7.9,2.1,-6,-4.5,-2.7,-2,6.1,9.1,17.7,27.3,27.3,46,63,63,63,63,14498,14563,15195,14524,15276,14464,14498,14536,14528,14563,14568,14494,1033,2766,4664,887,2453,4651,728,2140,1259,1004,2586,4665,1108,2414,4643,640,1108,1136,72.3
2018,OHIO,PAULDING,307,-84.58045948,41.11665549,65.1,36.4,0,0,1.3,30,71,114.4,79,116.6,37.5,39.1,105.1,69.5,91.6,118.5,19.4,9.5,1.3,0.1,4.6,6.6,11.6,25.9,7.6,-0.1,-7.6,-9.3,-5.7,-3.7,-0.3,13,21.8,63,63,63,63,63,63,62,14498,14563,15195,14525,15276,14464,14498,14551,14528,14563,14574,14489,1054,2981,4669,989,2122,1314,718,1804,1255,1061,2491,4675,1193,2338,4643,205,336,1180,78.8
2019,OHIO,PAULDING,307,-84.58045948,41.11665549,59.2,24.1,10.7,0,1.3,32.4,75.3,92.1,76,99.9,86.5,57.4,53.6,73.2,125.1,143.3,17.6,5.4,5.4,0.4,3.9,7.2,16.3,22.8,5.9,-1.3,-3.1,-9.1,-6.2,-4,3.7,9.5,57.2,63,63,63,63,63,63,63,14503,14569,15204,14525,15318,14480,14503,14551,14531,14569,14594,14489,987,2655,4669,977,2189,1228,873,2702,1255,863,2455,4663,1142,2316,4637,399,610,1255,54.9
